table,cid,name,sqlite_type,notnull,default,pk
hazard_tsunami_depth_御蔵島_大正関東地震,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_御蔵島_大正関東地震,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_御蔵島_大正関東地震,10,source_url,TEXT,0,,0
hazard_tsunami_depth_御蔵島_大正関東地震,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,0,fid,INTEGER,1,,1
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,1,geom,POINT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,2,area,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,3,scenario,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,6,lon,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,7,lat,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,10,source_url,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース1,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,0,fid,INTEGER,1,,1
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,1,geom,POINT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,2,area,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,3,scenario,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,6,lon,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,7,lat,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,10,source_url,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース2,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,0,fid,INTEGER,1,,1
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,1,geom,POINT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,2,area,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,3,scenario,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,6,lon,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,7,lat,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,10,source_url,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース5,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,0,fid,INTEGER,1,,1
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,1,geom,POINT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,2,area,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,3,scenario,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,6,lon,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,7,lat,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,10,source_url,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース6,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,0,fid,INTEGER,1,,1
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,1,geom,POINT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,2,area,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,3,scenario,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,6,lon,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,7,lat,REAL,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,10,source_url,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_南海トラフ巨大地震_ケース8,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,0,fid,INTEGER,1,,1
hazard_tsunami_depth_新島_式根島_大正関東地震,1,geom,POINT,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,2,area,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,3,scenario,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,6,lon,REAL,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,7,lat,REAL,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,10,source_url,TEXT,0,,0
hazard_tsunami_depth_新島_式根島_大正関東地震,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,0,fid,INTEGER,1,,1
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,1,geom,POINT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,2,area,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,3,scenario,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,6,lon,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,7,lat,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,10,source_url,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース1,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,0,fid,INTEGER,1,,1
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,1,geom,POINT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,2,area,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,3,scenario,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,6,lon,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,7,lat,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,10,source_url,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース2,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,0,fid,INTEGER,1,,1
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,1,geom,POINT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,2,area,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,3,scenario,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,6,lon,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,7,lat,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,10,source_url,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース5,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,0,fid,INTEGER,1,,1
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,1,geom,POINT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,2,area,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,3,scenario,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,6,lon,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,7,lat,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,10,source_url,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース6,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,0,fid,INTEGER,1,,1
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,1,geom,POINT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,2,area,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,3,scenario,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,6,lon,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,7,lat,REAL,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,10,source_url,TEXT,0,,0
hazard_tsunami_depth_母島_南海トラフ巨大地震_ケース8,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_母島_大正関東地震,0,fid,INTEGER,1,,1
hazard_tsunami_depth_母島_大正関東地震,1,geom,POINT,0,,0
hazard_tsunami_depth_母島_大正関東地震,2,area,TEXT,0,,0
hazard_tsunami_depth_母島_大正関東地震,3,scenario,TEXT,0,,0
hazard_tsunami_depth_母島_大正関東地震,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_母島_大正関東地震,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_母島_大正関東地震,6,lon,REAL,0,,0
hazard_tsunami_depth_母島_大正関東地震,7,lat,REAL,0,,0
hazard_tsunami_depth_母島_大正関東地震,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_母島_大正関東地震,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_母島_大正関東地震,10,source_url,TEXT,0,,0
hazard_tsunami_depth_母島_大正関東地震,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,0,fid,INTEGER,1,,1
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,1,geom,POINT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,2,area,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,3,scenario,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,6,lon,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,7,lat,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,10,source_url,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース1,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,0,fid,INTEGER,1,,1
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,1,geom,POINT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,2,area,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,3,scenario,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,6,lon,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,7,lat,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,10,source_url,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース2,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,0,fid,INTEGER,1,,1
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,1,geom,POINT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,2,area,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,3,scenario,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,6,lon,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,7,lat,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,10,source_url,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース5,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,0,fid,INTEGER,1,,1
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,1,geom,POINT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,2,area,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,3,scenario,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,6,lon,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,7,lat,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,10,source_url,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース6,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,0,fid,INTEGER,1,,1
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,1,geom,POINT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,2,area,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,3,scenario,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,6,lon,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,7,lat,REAL,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,10,source_url,TEXT,0,,0
hazard_tsunami_depth_父島_南海トラフ巨大地震_ケース8,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_父島_大正関東地震,0,fid,INTEGER,1,,1
hazard_tsunami_depth_父島_大正関東地震,1,geom,POINT,0,,0
hazard_tsunami_depth_父島_大正関東地震,2,area,TEXT,0,,0
hazard_tsunami_depth_父島_大正関東地震,3,scenario,TEXT,0,,0
hazard_tsunami_depth_父島_大正関東地震,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_父島_大正関東地震,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_父島_大正関東地震,6,lon,REAL,0,,0
hazard_tsunami_depth_父島_大正関東地震,7,lat,REAL,0,,0
hazard_tsunami_depth_父島_大正関東地震,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_父島_大正関東地震,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_父島_大正関東地震,10,source_url,TEXT,0,,0
hazard_tsunami_depth_父島_大正関東地震,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,0,fid,INTEGER,1,,1
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,1,geom,POINT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,2,area,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,3,scenario,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,6,lon,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,7,lat,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,10,source_url,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース1,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,0,fid,INTEGER,1,,1
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,1,geom,POINT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,2,area,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,3,scenario,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,6,lon,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,7,lat,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,10,source_url,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース2,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,0,fid,INTEGER,1,,1
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,1,geom,POINT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,2,area,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,3,scenario,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,6,lon,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,7,lat,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,10,source_url,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース5,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,0,fid,INTEGER,1,,1
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,1,geom,POINT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,2,area,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,3,scenario,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,6,lon,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,7,lat,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,10,source_url,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース6,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,0,fid,INTEGER,1,,1
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,1,geom,POINT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,2,area,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,3,scenario,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,6,lon,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,7,lat,REAL,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,10,source_url,TEXT,0,,0
hazard_tsunami_depth_神津島_南海トラフ巨大地震_ケース8,11,inundation_depth_max_m,REAL,0,,0
hazard_tsunami_depth_神津島_大正関東地震,0,fid,INTEGER,1,,1
hazard_tsunami_depth_神津島_大正関東地震,1,geom,POINT,0,,0
hazard_tsunami_depth_神津島_大正関東地震,2,area,TEXT,0,,0
hazard_tsunami_depth_神津島_大正関東地震,3,scenario,TEXT,0,,0
hazard_tsunami_depth_神津島_大正関東地震,4,x_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_大正関東地震,5,y_m,INTEGER,0,,0
hazard_tsunami_depth_神津島_大正関東地震,6,lon,REAL,0,,0
hazard_tsunami_depth_神津島_大正関東地震,7,lat,REAL,0,,0
hazard_tsunami_depth_神津島_大正関東地震,8,source_resource_id,TEXT,0,,0
hazard_tsunami_depth_神津島_大正関東地震,9,source_resource,TEXT,0,,0
hazard_tsunami_depth_神津島_大正関東地震,10,source_url,TEXT,0,,0
hazard_tsunami_depth_神津島_大正関東地震,11,inundation_depth_max_m,REAL,0,,0
